"","UI","UI.glmm","UI.GLM","AI","AI.glmm","AI.GLM","mixed.sd"
"ENSG00000178997",-0.522206549615397,-0.522206812097355,-0.522206448197955,-0.353008285712989,-0.353009222658661,-0.353009142819056,0
"ENSG00000178999",0.0788720356237947,0.0788721393396718,0.0788721391604839,0.361380786811353,0.361380895064338,0.361380895360213,0
"ENSG00000179010",-0.269430798283512,-0.269430756483082,-0.269430758339414,-0.303249590616481,-0.30324955471277,-0.303249554567974,0
"ENSG00000179021",-0.355638431151591,-0.355638376131239,-0.355638376148342,0.201598296594837,0.201598365936737,0.201598365778494,0
"ENSG00000179023",-1.40188715565288,-1.40188721934517,-1.40188728892262,-0.201218858370027,-0.201218379330129,-0.201218323730701,0
"ENSG00000179029",-0.351839977913443,-0.351839840731003,-0.351839838373727,0.36645814526291,0.366458287388668,0.366458302499925,0
"ENSG00000179038",0.50033516243698,0.500335269945091,0.500335270541699,0.536615498306926,0.53661561324691,0.536615612305779,0
"ENSG00000179041",-0.046009284559618,-0.0460091324884319,-0.0460091344614327,0.183677423296969,0.183677952814404,0.183677868528287,0
"ENSG00000179044",-0.842111290501273,-0.84211105988424,-0.842111359337045,-0.125190500151501,-0.125190743123948,-0.125190448725713,0
"ENSG00000179046",-0.15585444877611,-0.155854431086193,-0.155853600776689,-0.377133361149799,-0.377134449201047,-0.377129345686451,0
"ENSG00000179051",-0.0673340769240124,-0.0673340024971201,-0.0673340024913691,0.0335521063624469,0.033552179989343,0.0335521799937462,2e-07
"ENSG00000179057",-0.375763494295219,-0.375761584225071,-0.375763125208237,-0.0154277093337546,-0.0154268420091679,-0.0154273030021167,0
"ENSG00000179058",0.512212481616181,0.512215794970397,0.512216330690128,0.777381611413048,0.777383963945533,0.777383992966216,0
"ENSG00000179059",0.108509074640663,0.108509214768905,0.108509204581723,-0.0194227715552419,-0.0194230648048032,-0.0194229897264792,0
"ENSG00000179071",0.400762035744571,0.400762648334241,0.400762647827053,0.141659167198907,0.141659276871934,0.141659288961997,0
"ENSG00000179073",-0.217823991840519,-0.487056998031027,-0.487056952203013,NA,-2.75846564998671,-2.75846507374185,1.98135216661842e-10
"ENSG00000179082",0.0776762536764288,0.0776763484789399,0.0776765347169995,-0.310408776604451,-0.31040872529581,-0.3104085446897,0
"ENSG00000179085",-0.221195349848268,-0.221195285782623,-0.221195285609783,0.224150735923777,0.224150813673829,0.224150812405012,3.99141630901273e-08
"ENSG00000179088",-1.36354290309707,-1.36366030398162,-1.3635485557181,-3.6988158133254,-3.70375111061472,-3.69882316103904,0.123015043015195
"ENSG00000179091",-0.126787935900568,-0.138624484120835,-0.12678785812957,0.468617819238831,0.459294730461952,0.468617907654801,0.0521644247253035
"ENSG00000179094",0.324197093515602,0.2295883997543,0.324197367199461,-0.764515636395536,-0.748909676921036,-0.764515463790903,0.207915122165635
"ENSG00000179104",-0.136847365375001,-0.136847311159142,-0.136847311195242,0.000126811688283684,0.000126866345721323,0.000126866309036185,0
"ENSG00000179115",-0.20866318706614,-0.20866312548188,-0.208663125474079,0.109940152614311,0.109940218848326,0.109940218859551,0
"ENSG00000179119",0.0198615994039274,0.0198616488357015,0.0198616488456672,-0.202350313895694,-0.202350269231526,-0.202350268761282,0
"ENSG00000179133",-0.58808037958078,-0.588079990298778,-0.588080079423769,0.144938031101461,0.144938498894721,0.144938410689037,8.3333333333333e-08
"ENSG00000179134",-0.444332503607853,-0.401437688579235,-0.44433229175528,0.00842920492924342,-0.119951551803832,0.00842944557352057,0.193810414533794
"ENSG00000179136",-0.0213603472839816,-0.0229308229547428,-0.0213602981595421,-0.0921659913632276,-0.0876188708190996,-0.0921659424246154,0.0382666594784
"ENSG00000179144",0.0552609234846684,0.0552606306298509,0.0552606304735854,-1.28165603027735,-1.28165674851286,-1.28165674260334,0
"ENSG00000179151",-0.261416360709053,-0.292792893476947,-0.261415842074268,0.0637351575178785,-0.0101951340526437,0.0637357061216518,0.205111518781514
"ENSG00000179152",0.269670875782135,0.269670971873731,0.269670971897724,0.532581149881537,0.532581251946477,0.532581251324999,0
"ENSG00000179157",0.0636424130817853,0.0636428904988926,0.0636429060151093,NA,-0.897519492218125,-0.897519473499398,0
"ENSG00000179163",-0.00114822018624642,-0.00294524661685867,-0.00114804760494009,0.382971110185736,0.389533739636895,0.382971294533544,0.0559126510892047
"ENSG00000179168",-0.615486266806627,-0.472780903606085,-0.615488005696102,-2.07844944623772,-2.00043746475328,-2.07845154280772,0.217620548419021
"ENSG00000179178",0.200557222702028,0.200557364858959,0.200557364729668,-0.119938538001593,-0.119938401214076,-0.119938399586127,0
"ENSG00000179195",0.0662704864994508,0.0607733663614519,0.0662705797032123,0.00186137419131144,-0.00340930834775879,0.00186147012232054,0.0657257285614828
"ENSG00000179218",-0.0466370836548222,-0.0487662215456827,-0.0466370202385981,-0.333146477651981,-0.334057432781293,-0.333146423063869,0.0706192244077594
"ENSG00000179219",0.503022120195819,0.503022201331392,0.503022513593272,0.0938950077331192,0.0938932585783668,0.0938952842113317,0
"ENSG00000179222",-0.323560798122524,-0.322630135694086,-0.32356073859314,0.311852228642498,0.311284249850814,0.311852294947863,0.0200960887612501
"ENSG00000179240",-0.174246762189111,-0.182114124594383,-0.1742464823903,0.255476431288544,0.264827555360099,0.255476459767949,0.118655416431913
"ENSG00000179241",0.204035115881057,0.201746310191429,0.204035210427104,-0.0556888381859395,-0.0558590447397371,-0.0556887762953457,0.030092816351335
"ENSG00000179242",0.643241143139613,0.6432421674154,0.643242183901107,0.106942370066445,0.106945103597376,0.106945205122123,2.09404698327658e-07
"ENSG00000179253",-0.606790692688963,-0.606790436807261,-0.60679047546051,0.0302175223637433,0.0302175616081917,0.0302176221770418,0
"ENSG00000179262",-0.062778422843681,-0.062778352406945,-0.0627783524209039,0.0227305043122432,0.0227305765434122,0.0227305765410819,9.99999999999995e-07
"ENSG00000179271",0.194611647836403,0.194611731384673,0.194611730756769,0.131402746571658,0.131402826300149,0.131402825832705,0
"ENSG00000179277",-0.203854429817285,-0.20385428793971,-0.20385429157239,0.969888065603447,0.969888278101624,0.969888273670813,0
