"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"27",2.25516921862365e-14,2.24024303215138e-14,2.21587435266169e-14,2.23439263171484e-14,2.22878720214124e-14,2.25025289003749e-14,2.22513386154984e-14,2.25856563404218e-14,2.21438947459502e-14,2.23226778267586e-14,2.22715076322333e-14,2.25557566694228e-14,2.23934662783978e-14,2.24019470399749e-14,2.24538865694999e-14
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",5.60630129337948e-11,5.60753511957238e-11,5.60522851183282e-11,5.60484527536482e-11,5.60455716185599e-11,5.60596441453742e-11,5.60688488831473e-11,5.60655316327883e-11,5.60539124200353e-11,5.60693383444702e-11,5.60661925242215e-11,5.60631817914327e-11,5.60679638474801e-11,5.60520915915032e-11,5.60857386132345e-11
"30",0.0492122486834287,0.0489174946355658,0.0487147448243558,0.0487617568133415,0.0485869430968784,0.0491032921190834,0.0488635422909365,0.0492784476255516,0.0484010898789095,0.0490003829541144,0.0489071480633643,0.0492261434356214,0.0491328367708903,0.0489078792130141,0.0492402560166527
"31",0.052974076636233,0.0530174108717438,0.0529509747867716,0.0529220172016818,0.0529082952284766,0.0529618764985249,0.0529639217179397,0.0529826191323455,0.052940130791804,0.053011226329819,0.0530010513282465,0.0529750023928652,0.0530056783270141,0.0529363290511789,0.0530639563374028
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0.168125167311572,0.168309803743626,0.168581798375035,0.167075123422843,0.166744104412943,0.167875374788682,0.168195300862709,0.168290132225919,0.167963117694659,0.168311361705356,0.168098786495507,0.168149757248077,0.168390511948849,0.167385744142834,0.169833563311697
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0.13834412572434,0.137474266087075,0.137723154768139,0.137907480513136,0.137695647787045,0.138237382050122,0.137397315794252,0.138402550411161,0.137283805627865,0.137590379848209,0.137490689126752,0.138361074589419,0.137880576760848,0.138064426961359,0.137771606186605
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0.098172596361523,0.0980826248016326,0.098115548218285,0.0980319813447426,0.0979759236913793,0.0981388126074359,0.0979335149417575,0.0981930843938136,0.0980058274649471,0.0981050411069795,0.0980758667897467,0.098176871495804,0.098146432464409,0.0980778386973567,0.0982345779041506
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",0.0548989624145879,0.0550208068184549,0.0551056861188584,0.0546515089346459,0.0545526636066452,0.0548392981018363,0.0549229964792516,0.0549349674662146,0.0548590366487641,0.0551318484217144,0.0550912632570089,0.0549066461842918,0.0551218110725813,0.0547325094988767,0.0554323558247362
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",1.95558792233779e-13,1.94443605046343e-13,1.964212652413e-13,1.92022118173716e-13,1.90567178460369e-13,1.94690958724693e-13,1.91843364362931e-13,1.96065719216424e-13,1.92575838373567e-13,1.96098208623239e-13,1.95445968664093e-13,1.95682050696585e-13,1.96762446949218e-13,1.93210315523864e-13,1.99633220122846e-13
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",3.80590159844565e-13,3.80953220893185e-13,3.79317976507487e-13,3.79372728690738e-13,3.79045442857147e-13,3.80303926390974e-13,3.8006586002654e-13,3.8078913734308e-13,3.79131518120024e-13,3.80704564913778e-13,3.80444541936316e-13,3.8061279151593e-13,3.8076699684424e-13,3.79710491058029e-13,3.81714682476997e-13
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",0.048680714999425,0.0486318104322915,0.0487014504987094,0.0486409913498069,0.0486169436521811,0.0486708258119949,0.0486186830046507,0.0486853871446779,0.0486309804049498,0.0486694337727367,0.0486629309167872,0.0486826800880073,0.0486859863898031,0.04865704388118,0.048698829259528
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2.56621597068102e-14,2.55431696407839e-14,2.57048536948914e-14,2.56017065468475e-14,2.55597315951968e-14,2.56468482299708e-14,2.54147546553311e-14,2.56685236338858e-14,2.55721576651801e-14,2.56160124626903e-14,2.56062523435019e-14,2.56656765685198e-14,2.56528058589462e-14,2.56282151241122e-14,2.56566624327433e-14
"51",1.99266730143908e-13,1.99226112648783e-13,1.99049398536609e-13,1.99200166123418e-13,1.99195253233198e-13,1.99251680832944e-13,1.99207216254521e-13,1.99279366097077e-13,1.99116151541103e-13,1.99139667251949e-13,1.99118924988045e-13,1.99266737994926e-13,1.99164365148878e-13,1.99213682901315e-13,1.99190084471417e-13
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",0.032687707422585,0.0326625209739746,0.0326223088682522,0.0325701871308062,0.0325249519563035,0.032659474568228,0.0326152844478704,0.0327050445783972,0.0325379449804721,0.0326876150008458,0.0326646964500142,0.0326911764075525,0.0327077535673131,0.0326079757363112,0.0327762473091906
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",0.0720301172781673,0.0719643754390699,0.0714698601638062,0.0716679964877586,0.0715892596947,0.0719456263494408,0.072101075049442,0.0720918869633434,0.0715162621365413,0.0717700648902481,0.0716806746883802,0.0720351949387636,0.0718442007201005,0.0717615620805517,0.072101061260984
"58",1.22915822832858e-14,1.2292055077931e-14,1.22674172762483e-14,1.22827244326072e-14,1.22819870600176e-14,1.22895753284189e-14,1.22904205459266e-14,1.22932528169361e-14,1.22752336622073e-14,1.22822596544718e-14,1.22797518285724e-14,1.22915913750615e-14,1.22837796122067e-14,1.22845553883507e-14,1.22893021981074e-14
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",0.00551080461038115,0.00552287453992431,0.00550574498329172,0.00550509565711112,0.00550594706759444,0.00550956747260795,0.00551996202581717,0.0055120619780412,0.0055147569034139,0.00551323896291411,0.00551164061318563,0.00551068756685575,0.00551108242712414,0.00550577490292247,0.00552523334139575
"61",0.0565784416729254,0.0572168612508199,0.0564638736722441,0.0547651498764074,0.0544231418273179,0.0561459698499191,0.0561844189227716,0.0568980357259121,0.0563394478800429,0.056398312638447,0.0559773617997518,0.056605211277506,0.05652472847671,0.0552241384912768,0.0594408788884337
"62",0.0177802150657825,0.0175257352355699,0.017663730193486,0.0175863556780144,0.0175062107858109,0.0177330156281524,0.0174848116869442,0.017808001922387,0.017489802549925,0.0175605096826405,0.017517948249339,0.0177867312199601,0.0176514479277595,0.0176512181637745,0.0177287683453907
"63",0.0314621148865376,0.0315954083352582,0.0312118602691978,0.0310069177576403,0.0309583764536313,0.0313571463406142,0.0314499571484115,0.0315471485594613,0.0314138891780257,0.0311706671647278,0.0310511308684452,0.031464185340224,0.0312165296935059,0.0311062504447485,0.0319868648965349
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",0.110186959946261,0.109860610076974,0.109527477658328,0.109926825124581,0.109866412448449,0.110126261835286,0.109779095739832,0.110230771210256,0.109585828244945,0.109673116235659,0.109599539971253,0.110190876756454,0.10980722461814,0.109995340164461,0.109845974433126
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",6.2848358303971e-15,6.27693100574213e-15,6.27448715457998e-15,6.26471405913255e-15,6.25713103546995e-15,6.28001092901935e-15,6.26304393034639e-15,6.28782669521511e-15,6.26066286224491e-15,6.27960780656348e-15,6.27549586932847e-15,6.28541317656025e-15,6.28415489385531e-15,6.27112042721463e-15,6.2970554842781e-15
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0.0267253688285287,0.026778323870999,0.0258821342241203,0.0263286880372231,0.0262962815030528,0.0266343031773498,0.0264897903944772,0.0268008946872727,0.0261846244505685,0.0263479965602748,0.0262389588009829,0.0267262312713,0.0264078496023219,0.0264115134029015,0.0267687028927535
"70",7.10812647286037e-13,7.12526485341389e-13,7.02319771693073e-13,7.04336020846414e-13,7.03255916709597e-13,7.0930971023263e-13,7.07754704649391e-13,7.11964601994963e-13,7.04229656294492e-13,7.08245072321662e-13,7.06651237511404e-13,7.10875684199412e-13,7.088294706131e-13,7.05890598094691e-13,7.15471721256949e-13
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0.0568526852828101,0.0534816408620928,0.0546790218231875,0.0567063573387446,0.0566731454443316,0.0568185679319421,0.056366333718907,0.0568774362667486,0.0549674563023915,0.0527400229361334,0.0525962677851021,0.05685482078248,0.05365383242328,0.0567446130679818,0.0527792576250904
"77",0.0237574303822248,0.0237554313698616,0.0235679558657843,0.0236349697313645,0.0236061975056723,0.0237287605624008,0.0236688889008178,0.0237780243720266,0.0235744442784196,0.023704095101488,0.0236752756537357,0.0237593513411913,0.0237227504729025,0.0236674287044206,0.0238008300783768
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0.042021959085363,0.0416778913332914,0.0425831621490128,0.0416606754492609,0.0414052598853549,0.0419294837219341,0.0414690617519004,0.0420589832067034,0.0416852126217023,0.0422597300892905,0.0422181271244914,0.0420440834913093,0.0423687075363812,0.041821937483619,0.0425021086404468
"80",0.0898006214183515,0.0898354165907685,0.0898373774382331,0.089449048714385,0.0893235677097353,0.0897165578881301,0.0889893064158846,0.0898538365147888,0.089590959067093,0.0898912187257765,0.0898235764490353,0.0898100965039818,0.0899216922358799,0.0895583940112559,0.0902876014678623
"81",0.147581630675374,0.147494711090501,0.147275577930488,0.147337935589497,0.147254353019919,0.147523650215215,0.147425574176651,0.147618986122031,0.147172543822763,0.147488454089119,0.147436150406833,0.147587787212626,0.147543285247215,0.14741229036164,0.147638436617318
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",0.0342455995606467,0.0341780288536047,0.0341797782078691,0.0341714269243002,0.0341408316878935,0.03422772036715,0.0341585138601225,0.034256265079148,0.0341224923003032,0.0341904907999872,0.034174713607899,0.0342479603532714,0.0342179216983869,0.0341960207462729,0.0342413545324456
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",7.55765280983444e-15,7.40652010979793e-15,7.38698812391648e-15,7.46574071010635e-15,7.41985978864832e-15,7.5348855693016e-15,7.2786828137189e-15,7.56971007800113e-15,7.28640351477871e-15,7.45503717030842e-15,7.43643534710038e-15,7.56152788735586e-15,7.50454354433934e-15,7.49955708478213e-15,7.4446318017185e-15
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0.00849592231621857,0.00849583196532759,0.00849523665086739,0.00849492659415314,0.00849458472835135,0.00849568578644092,0.00849501608598037,0.00849607490677337,0.00849474094079566,0.00849585589495004,0.00849565170474,0.00849594724900672,0.00849600193377587,0.00849523011836505,0.00849669346020706
"92",2.7966203319628e-13,2.792687083925e-13,2.79273424978066e-13,2.79162604871891e-13,2.78969209806883e-13,2.79542240497299e-13,2.79072934655455e-13,2.79735574647424e-13,2.78933891067392e-13,2.7930765888801e-13,2.79199546844001e-13,2.79676718860786e-13,2.79477706505959e-13,2.79323370709509e-13,2.79714399691183e-13
"93",0.00640189648398901,0.00637451240586678,0.00647691981737494,0.00636477217509082,0.00633518500231468,0.00639228188311974,0.00578257853112182,0.00640525694021963,0.00636941013489781,0.00644973997880361,0.00644678315278876,0.00640445516760695,0.00645782308942264,0.00638256959024991,0.00646854471453027
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.0267871809790208,0.0268956272092477,0.026265383212684,0.0264766049411452,0.0264475896045517,0.0267159423082377,0.0266412551234617,0.0268456860368098,0.0264705078531355,0.0265887601828204,0.0265062229332106,0.0267881108969286,0.0266158816574265,0.0265426474441147,0.0269634946684478
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0.0696141450786594,0.0701887937541144,0.0683381285815506,0.0686805035022543,0.0686768997598022,0.0694033248851157,0.0696695835311433,0.0698020492335754,0.0692894746881163,0.0689110146650771,0.0686450324298961,0.0696090618875415,0.0689481265378967,0.0688476011402359,0.0705082457040876
"98",3.85266040658751e-14,3.87156184816561e-14,3.83787044547671e-14,3.81801185523015e-14,3.81068496596162e-14,3.84455272239703e-14,3.83834436414559e-14,3.85860656210111e-14,3.83696784150107e-14,3.85805544020351e-14,3.85035146081415e-14,3.8531445553847e-14,3.85796863089031e-14,3.82691652939023e-14,3.90390008746246e-14
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",4.41655600358309e-13,4.42202408921e-13,4.40243470637983e-13,4.3974363186018e-13,4.39246253463404e-13,4.41206267504564e-13,4.41657878370277e-13,4.41970440610655e-13,4.39922614316057e-13,4.41742176766608e-13,4.41328041809037e-13,4.41689897274983e-13,4.41852134132482e-13,4.40268307247176e-13,4.43711277253484e-13
"101",0.0510145400614854,0.050425597512954,0.0498205262037176,0.0504641698017123,0.0501368756272309,0.0508760564310752,0.051142175725269,0.0510794149783343,0.0490269456281412,0.0510250264167638,0.050940133385407,0.0510426405222056,0.0512234375128007,0.0506866032932444,0.050555324856138
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0.0754042151577866,0.0753314241742309,0.0753836019006758,0.0753020574969411,0.075249832213247,0.075379179294045,0.0752915602367227,0.0754175338836997,0.0752528785511209,0.0753977343600776,0.0753799564288029,0.0754083885857896,0.0754270355620835,0.0753397220569658,0.0754574202876814
"105",0.0426562906662704,0.042641228620793,0.0418332103284914,0.0422015525121934,0.0421422229802856,0.0425513343070148,0.0424508892107316,0.0427395415778606,0.0420683789806947,0.0422362700053702,0.0421149924571563,0.0426592208467745,0.0423198152874938,0.0423045708545979,0.042727194682333
"106",0.0390486226983804,0.0390311234140619,0.0390863624857837,0.0390004517101339,0.0389676299998166,0.0390364669959874,0.0390291643777729,0.0390537875972591,0.0389834898950279,0.0391030720226956,0.0390979701164426,0.0390513511174585,0.0391097740611697,0.0390213118415706,0.0391170698229711
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0.109533606167939,0.109552991760112,0.109482104063284,0.109493233251082,0.109484916433053,0.109524250066565,0.109521972115868,0.109540545843172,0.109488482233744,0.10953443510457,0.10952525195557,0.109534105285977,0.109534950374736,0.109503447990598,0.109571677982877
"109",1.79961032581461e-13,1.79536262581552e-13,1.79383731333394e-13,1.79408140223805e-13,1.79208705786565e-13,1.7982886215393e-13,1.79248942376578e-13,1.8004443768306e-13,1.79085622970519e-13,1.79522073420756e-13,1.79398554273509e-13,1.7997604896969e-13,1.79710082755723e-13,1.7958076557335e-13,1.79946531387568e-13
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",0.155607043237389,0.154793157798108,0.155678070469928,0.155407008056284,0.155348237401274,0.15555989111611,0.1529997320238,0.155639046032435,0.155587018358092,0.154577142129803,0.154503351968741,0.15561117056481,0.1548423552716,0.15546430102534,0.155136054535485
"112",0.0471815276011397,0.047249472972981,0.0461915367302281,0.046101017156096,0.0458660587849891,0.0469247764540114,0.0464832633776141,0.0473668018799073,0.0461369645277064,0.0468206706860879,0.0465693095665574,0.0471992775622261,0.0469662241029101,0.0463844747282295,0.0480364865084164
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",6.4900432359154e-13,6.4910946904981e-13,6.46850085972411e-13,6.47866384698683e-13,6.47651579845873e-13,6.48741092115755e-13,6.48681427364766e-13,6.49202687234543e-13,6.47208695848486e-13,6.48403920319441e-13,6.48122467635383e-13,6.49016763976007e-13,6.48554827346092e-13,6.48147229569923e-13,6.49294094902907e-13
"117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",6.84182009965003e-13,6.84808921720823e-13,6.82846962157748e-13,6.79847870043139e-13,6.78192054108157e-13,6.83138174082711e-13,6.82833093090202e-13,6.8482283742419e-13,6.79530005789108e-13,6.86136778562663e-13,6.8534790259761e-13,6.8431094632075e-13,6.86425598988042e-13,6.81240223825675e-13,6.89492109047361e-13
"120",0.17678320777472,0.176833892798356,0.176667301047427,0.176704209115102,0.176685125562201,0.176764778952766,0.176600220505644,0.176796405601211,0.176670341891113,0.176813090563803,0.176796514684075,0.176784445467018,0.176809577293599,0.176725259551168,0.176862442731609
"121",0.163552337238062,0.162518480513895,0.164229695109754,0.162887476123157,0.162418443062251,0.163383236574552,0.162177012439357,0.163621125344168,0.162689330923137,0.163435738787336,0.163342015319291,0.163592045275681,0.163756167897989,0.163182379147228,0.163861437740898
"122",1.56793093233628e-13,1.56726833036507e-13,1.5667920013046e-13,1.56733260832827e-13,1.56712583371301e-13,1.56778870490941e-13,1.56713417214671e-13,1.56802243931582e-13,1.56659587730059e-13,1.56715195875226e-13,1.56700655811772e-13,1.56794606566195e-13,1.56741998921215e-13,1.56751554755007e-13,1.56745376918046e-13
"123",1.17248499742468e-13,1.16912445222945e-13,1.15430940614334e-13,1.15879135480641e-13,1.15486307397574e-13,1.1692258753354e-13,1.15852819771098e-13,1.17469149901432e-13,1.15099324068576e-13,1.16658357410686e-13,1.16351434381718e-13,1.17278041240443e-13,1.16935736959109e-13,1.16271287758591e-13,1.17636975105248e-13
"124",0.0767889156475811,0.0765544440769769,0.0769030547128446,0.0765402329248898,0.0763742960346692,0.0767261488935399,0.0762244230044744,0.0768159815325164,0.0763915929653532,0.0768855715269842,0.0768529476997269,0.0768028159996584,0.0769634218330564,0.0766468262885678,0.0769677847474516
"125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",0.00268415319803411,0.00264961698163023,0.00264042354900832,0.00264211479045592,0.00263285352750053,0.00267423263324819,0.00264559552918131,0.00269132936561089,0.00264003102558118,0.0026245805531617,0.00261365465650282,0.00268481371095177,0.00264017717716774,0.00265312246606818,0.00267928148152425
"127",0.0404511954621244,0.0406408617181887,0.0411574998701023,0.0399707814651085,0.0397084573695302,0.0403312117828168,0.0405077627910416,0.0405110547413779,0.0402836204413821,0.0412255400973995,0.0411688785820902,0.0404735977388288,0.0412001582526069,0.0401561505709007,0.0416563353079551
"128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",8.2405896157536e-14,8.23397887387094e-14,8.22981949371098e-14,8.23237620800425e-14,8.22892915216621e-14,8.23860983567974e-14,8.23258708861937e-14,8.24176294557432e-14,8.22383208377211e-14,8.23572241048701e-14,8.23402051983088e-14,8.24085469715438e-14,8.2385000036926e-14,8.23511900278722e-14,8.23909567250471e-14
"131",6.72683254954026e-13,6.71509405964049e-13,6.70088353977219e-13,6.71340525981524e-13,6.70880892997495e-13,6.72363710176667e-13,6.71006321390942e-13,6.72889198957199e-13,6.69655732746651e-13,6.71318405125466e-13,6.71004247128891e-13,6.72717170796917e-13,6.71824882712645e-13,6.71749998496518e-13,6.71875298000004e-13
"132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",0.0396146686240589,0.0392482440126706,0.0388581185707965,0.0391760880930368,0.0390632590342547,0.0395109315438969,0.0390087275503056,0.0396871594842647,0.0388352020819585,0.0390492390098309,0.0389384551320418,0.0396228423288833,0.0392130073714815,0.0392966638907807,0.0393980223615556
"134",0.0361927950424498,0.0362836850993918,0.036305125185437,0.0360456420795496,0.0359831921895804,0.036157172374466,0.0361470335976743,0.0362137038542134,0.0361450631281893,0.0363702022664748,0.0363479364783271,0.0361976965832482,0.0363577634148521,0.0360951845675579,0.0365223732151526
"135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0.129293448327764,0.129036536410388,0.129056491598653,0.128882770029223,0.128699717473109,0.129193751629368,0.12902859413882,0.12935061534608,0.128659228217641,0.129198297610071,0.1291199293859,0.129307876422766,0.129311850052836,0.129024246036559,0.129451068089457
"137",0.0149218475233347,0.0149240225974171,0.0148928554047856,0.014909837760033,0.0149086480760542,0.0149191180884702,0.0149143629592735,0.0149240867789963,0.0149021013507017,0.0149119408448579,0.0149086602256923,0.0149218775515358,0.014913497865877,0.0149123921885043,0.0149222185871709
"138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",0.0490354698925849,0.0488050073757893,0.048540164705268,0.0483156295867515,0.0480965963987856,0.048863032715183,0.0481448074363984,0.0491497160958333,0.0482292994377801,0.0487367236527822,0.0485785267192999,0.049052555264256,0.0488933442304586,0.0485271097704638,0.0494522624370795
"142",0.0494296338736473,0.0494879739228843,0.0492268674527335,0.0490275562209658,0.0489061738799319,0.049334028757693,0.0493218959357557,0.0494935541910983,0.0490644248871535,0.049466050375364,0.0493826735605883,0.0494386620567782,0.0495014554693229,0.0491446490226321,0.0498703043792964
"143",0.0429726061242893,0.0430252131131093,0.042367274664364,0.0426354332528185,0.0425832362105019,0.0428946379244913,0.0429071995355393,0.0430331064080807,0.0425086772156588,0.0427744668219684,0.042688859120783,0.0429754558711726,0.0428162675940135,0.0427147439378122,0.0430903940652165
"144",0.000174551143620999,0.000174176156287895,0.000173891660916153,0.000174015599050418,0.0001738606866376,0.000174424774782873,0.000173953584701124,0.000174637172820293,0.000173778724295663,0.000173996833409581,0.000173866289986006,0.00017456211150788,0.00017417804182256,0.000174168307131376,0.000174503854166442
"145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",4.7115823762804e-14,4.7036185363689e-14,4.68603687516121e-14,4.70789775124354e-14,4.70823554018683e-14,4.71077504332988e-14,4.70890872431132e-14,4.71236491388886e-14,4.69424448367327e-14,4.694826993854e-14,4.69327030756803e-14,4.71152643012078e-14,4.69803253537011e-14,4.70841594537066e-14,4.69472909187897e-14
"148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",0.0148901989908661,0.0149593180773295,0.0148464650739219,0.0148569222149408,0.0148610380964704,0.0148829440013616,0.0149381021492607,0.014897420935212,0.0148977300882901,0.0149062880467961,0.0148971756978516,0.0148895967644392,0.0148939890739402,0.0148612082149672,0.0149659926502776
"150",0.0271072351783518,0.0271041587935918,0.0270222237444463,0.0270644432476065,0.0270588088704799,0.0270974429424443,0.0270763780464595,0.0271150271311072,0.027046538067188,0.0270650101385253,0.0270533761775208,0.0271074749795879,0.0270733941708828,0.0270740789246117,0.0271087031516224
